,Unnamed: 0,Month of absence,Day of the week,Seasons,Transportation expense,Age,Work load Average/day ,Hit target,Social drinker,Social smoker,Body mass index,Absenteeism time in hours,Label
461,461,7,5,1,225,28,230.29,92,0,0,24,4,1
462,462,7,6,1,260,36,230.29,92,1,0,23,8,0
463,463,7,2,1,268,33,230.29,92,0,0,25,8,1
464,464,7,6,1,330,28,230.29,92,0,0,25,8,1
465,465,7,6,1,118,37,230.29,92,0,0,28,8,1
466,466,7,2,1,260,36,230.29,92,1,0,23,4,0
467,467,7,3,1,118,37,230.29,92,0,0,28,8,1
468,468,7,2,1,300,43,230.29,92,1,1,25,8,0
469,469,7,2,1,235,48,230.29,92,0,1,33,1,0
470,470,7,3,1,246,41,230.29,92,1,0,23,2,0
471,471,7,3,1,225,28,230.29,92,0,0,24,112,1
472,472,7,3,1,179,38,230.29,92,1,0,31,1,0
473,473,7,6,1,118,50,230.29,92,1,0,31,1,2
474,474,7,6,1,361,28,230.29,92,1,0,27,8,0
475,475,7,2,1,289,33,230.29,92,1,0,30,8,0
476,476,7,2,1,235,43,230.29,92,1,0,38,8,0
477,477,7,3,1,246,41,230.29,92,1,0,23,2,0
478,478,7,5,1,291,40,230.29,92,1,0,25,1,0
479,479,7,5,1,279,39,230.29,92,1,1,24,2,0
480,480,8,5,1,179,38,249.797,93,1,0,31,4,0
481,481,8,2,1,179,40,249.797,93,0,1,22,1,1
482,482,8,3,1,246,41,249.797,93,1,0,23,4,0
483,483,8,3,1,118,37,249.797,93,0,0,28,4,1
484,484,8,3,1,289,33,249.797,93,1,0,30,8,0
485,485,8,3,1,235,43,249.797,93,1,0,38,8,0
486,486,8,5,1,291,40,249.797,93,1,0,25,4,0
487,487,8,2,1,179,38,249.797,93,1,0,31,4,0
488,488,8,3,1,179,40,249.797,93,0,1,22,8,1
489,489,8,5,1,330,28,249.797,93,0,0,25,16,1
490,490,8,3,1,235,37,249.797,93,0,0,29,4,1
491,491,8,3,1,246,41,249.797,93,1,0,23,1,0
492,492,8,3,1,118,37,249.797,93,0,0,28,5,1
493,493,8,5,1,291,40,249.797,93,1,0,25,2,0
494,494,8,2,1,260,36,249.797,93,1,0,23,3,0
495,495,9,3,1,246,41,261.756,87,1,0,23,1,0
496,496,9,3,1,246,41,261.756,87,1,0,23,1,0
497,497,9,3,1,118,37,261.756,87,0,0,28,3,1
498,498,9,3,1,155,34,261.756,87,1,0,25,2,2
499,499,9,5,1,291,40,261.756,87,1,0,25,2,0
500,500,9,6,1,179,30,261.756,87,0,0,19,8,1
501,501,9,6,1,248,47,261.756,87,0,0,32,1,0
502,502,9,2,1,179,38,261.756,87,1,0,31,4,0
503,503,9,4,1,225,28,261.756,87,0,0,24,1,1
504,504,9,2,1,179,30,261.756,87,0,0,19,2,1
505,505,9,3,4,369,31,261.756,87,1,0,25,8,0
506,506,9,3,4,361,28,261.756,87,1,0,27,8,0
507,507,10,5,4,289,49,284.853,91,0,0,36,1,2
508,508,10,5,4,235,32,284.853,91,0,0,25,3,1
509,509,10,6,4,246,41,284.853,91,1,0,23,8,2
510,510,10,4,4,289,49,284.853,91,0,0,36,3,2
511,511,10,4,4,291,40,284.853,91,1,0,25,2,0
512,512,10,3,4,118,37,284.853,91,0,0,28,2,2
513,513,10,5,4,289,49,284.853,91,0,0,36,2,0
514,514,10,6,4,291,40,284.853,91,1,0,25,1,0
515,515,10,3,4,225,28,284.853,91,0,0,24,2,1
516,516,10,3,4,369,31,284.853,91,1,0,25,8,0
517,517,10,3,4,369,31,284.853,91,1,0,25,3,0
518,518,10,3,4,225,28,284.853,91,0,0,24,4,1
519,519,10,3,4,369,31,284.853,91,1,0,25,8,0
520,520,10,4,4,179,38,284.853,91,1,0,31,3,0
521,521,10,4,4,228,58,284.853,91,0,0,22,1,2
522,522,10,4,4,291,40,284.853,91,1,0,25,1,0
523,523,10,5,4,369,31,284.853,91,1,0,25,8,0
524,524,10,5,4,225,28,284.853,91,0,0,24,1,1
525,525,10,6,4,369,31,284.853,91,1,0,25,8,0
526,526,10,6,4,225,28,284.853,91,0,0,24,3,1
527,527,10,2,4,189,33,284.853,91,0,0,25,8,0
528,528,10,2,4,235,32,284.853,91,0,0,25,8,2
529,529,10,2,4,248,47,284.853,91,0,0,32,8,2
530,530,10,2,4,225,28,284.853,91,0,0,24,0,2
531,531,10,3,4,225,28,284.853,91,0,0,24,3,1
532,532,11,3,4,179,38,268.519,93,1,0,31,1,0
533,533,11,4,4,118,37,268.519,93,0,0,28,3,2
534,534,11,4,4,330,28,268.519,93,0,0,25,24,2
535,535,11,6,4,179,38,268.519,93,1,0,31,1,0
536,536,11,3,4,118,37,268.519,93,0,0,28,8,2
537,537,11,4,4,289,33,268.519,93,1,0,30,8,0
538,538,11,6,4,235,32,268.519,93,0,0,25,8,1
539,539,11,6,4,225,28,268.519,93,0,0,24,4,1
540,540,11,3,4,361,28,268.519,93,1,0,27,8,0
541,541,11,4,4,291,40,268.519,93,1,0,25,2,0
542,542,11,5,4,118,37,268.519,93,0,0,28,2,2
543,543,11,5,4,225,28,268.519,93,0,0,24,3,1
544,544,11,2,4,179,38,268.519,93,1,0,31,1,0
545,545,11,2,4,118,37,268.519,93,0,0,28,8,2
546,546,11,3,4,118,37,268.519,93,0,0,28,8,2
547,547,11,3,4,225,28,268.519,93,0,0,24,2,1
548,548,11,3,4,291,40,268.519,93,1,0,25,0,2
549,549,11,4,4,289,33,268.519,93,1,0,30,0,2
550,550,11,5,4,248,47,268.519,93,0,0,32,4,2
551,551,11,5,4,235,43,268.519,93,1,0,38,0,2
552,552,11,6,4,225,28,268.519,93,0,0,24,2,1
553,553,11,6,4,369,31,268.519,93,1,0,25,8,0
554,554,11,2,4,361,28,268.519,93,1,0,27,2,0
555,555,12,3,4,179,38,280.549,98,1,0,31,32,0
556,556,12,4,4,291,40,280.549,98,1,0,25,1,0
557,557,12,4,4,225,28,280.549,98,0,0,24,3,1
558,558,12,6,4,179,30,280.549,98,0,0,19,1,1
559,559,12,6,4,225,28,280.549,98,0,0,24,3,1
560,560,12,4,4,225,28,280.549,98,0,0,24,3,1
561,561,12,5,4,361,28,280.549,98,1,0,27,4,0
562,562,12,6,4,179,40,280.549,98,0,1,22,2,1
563,563,12,6,4,235,43,280.549,98,1,0,38,8,0
564,564,12,2,4,233,31,280.549,98,1,0,21,8,1
565,565,12,3,4,179,30,280.549,98,0,0,19,16,1
566,566,12,3,4,225,28,280.549,98,0,0,24,2,1
567,567,12,5,4,225,28,280.549,98,0,0,24,3,1
568,568,12,2,4,225,28,280.549,98,0,0,24,2,1
569,569,12,3,2,155,34,280.549,98,1,0,25,80,2
570,570,1,2,2,179,30,313.532,96,0,0,19,24,1
571,571,1,5,2,179,30,313.532,96,0,0,19,16,1
572,572,1,5,2,179,40,313.532,96,0,1,22,2,1
573,573,1,6,2,179,40,313.532,96,0,1,22,2,1
574,574,1,2,2,179,30,313.532,96,0,0,19,3,1
575,575,1,4,2,179,40,313.532,96,0,1,22,2,1
576,576,1,5,2,289,49,313.532,96,0,0,36,8,0
577,577,1,6,2,179,40,313.532,96,0,1,22,3,1
578,578,1,2,2,179,30,313.532,96,0,0,19,2,1
579,579,1,3,2,155,34,313.532,96,1,0,25,8,2
580,580,1,4,2,179,30,313.532,96,0,0,19,2,1
581,581,1,4,2,179,38,313.532,96,1,0,31,3,0
582,582,1,4,2,289,33,313.532,96,1,0,30,8,0
583,583,1,5,2,179,38,313.532,96,1,0,31,3,0
584,584,1,6,2,179,38,313.532,96,1,0,31,2,0
585,585,2,3,2,179,38,264.249,97,1,0,31,8,0
586,586,2,3,2,225,28,264.249,97,0,0,24,3,1
587,587,2,4,2,248,47,264.249,97,0,0,32,8,2
588,588,2,4,2,179,38,264.249,97,1,0,31,2,0
589,589,2,5,2,225,28,264.249,97,0,0,24,3,1
590,590,2,5,2,179,38,264.249,97,1,0,31,2,0
591,591,2,5,2,179,30,264.249,97,0,0,19,2,1
592,592,2,6,2,225,41,264.249,97,1,0,28,2,1
593,593,2,6,2,179,38,264.249,97,1,0,31,2,0
594,594,2,2,2,233,31,264.249,97,1,0,21,2,1
595,595,2,2,2,179,38,264.249,97,1,0,31,2,0
596,596,2,3,2,225,28,264.249,97,0,0,24,8,1
597,597,2,4,2,179,38,264.249,97,1,0,31,3,0
598,598,2,5,2,179,38,264.249,97,1,0,31,3,0
599,599,2,5,2,225,28,264.249,97,0,0,24,3,1
600,600,2,5,2,179,30,264.249,97,0,0,19,2,1
601,601,2,6,2,179,40,264.249,97,0,1,22,2,1
602,602,2,6,2,179,38,264.249,97,1,0,31,3,0
603,603,2,4,2,233,31,264.249,97,1,0,21,3,1
604,604,2,4,2,179,30,264.249,97,0,0,19,2,1
605,605,2,4,2,179,38,264.249,97,1,0,31,2,0
606,606,2,5,2,179,38,264.249,97,1,0,31,8,0
607,607,2,6,2,179,38,264.249,97,1,0,31,2,0
608,608,2,2,2,155,34,264.249,97,1,0,25,5,1
609,609,2,2,2,235,32,264.249,97,0,0,25,3,1
610,610,2,2,2,179,38,264.249,97,1,0,31,2,0
611,611,2,2,2,225,28,264.249,97,0,0,24,2,1
612,612,2,3,2,179,38,264.249,97,1,0,31,2,0
613,613,2,3,2,248,47,264.249,97,0,0,32,2,1
614,614,2,3,2,225,28,264.249,97,0,0,24,2,1
615,615,2,4,2,179,38,264.249,97,1,0,31,2,0
616,616,2,5,2,179,38,264.249,97,1,0,31,2,0
617,617,2,6,2,235,32,264.249,97,0,0,25,2,1
618,618,3,2,2,179,38,222.196,99,1,0,31,2,0
619,619,3,2,2,248,47,222.196,99,0,0,32,2,1
620,620,3,3,2,228,58,222.196,99,0,0,22,3,1
621,621,3,3,2,248,47,222.196,99,0,0,32,3,1
622,622,3,3,2,228,58,222.196,99,0,0,22,112,2
623,623,3,4,2,179,38,222.196,99,1,0,31,2,0
624,624,3,5,2,225,28,222.196,99,0,0,24,2,1
625,625,3,5,2,179,38,222.196,99,1,0,31,3,0
626,626,3,5,2,225,28,222.196,99,0,0,24,2,1
627,627,3,6,2,179,30,222.196,99,0,0,19,3,1
628,628,3,2,2,235,32,222.196,99,0,0,25,3,1
629,629,3,2,2,361,28,222.196,99,1,0,27,8,0
630,630,3,3,2,179,38,222.196,99,1,0,31,8,0
631,631,3,4,2,179,38,222.196,99,1,0,31,2,0
632,632,3,5,2,179,38,222.196,99,1,0,31,3,0
633,633,3,6,2,179,30,222.196,99,0,0,19,2,1
634,634,3,2,2,179,38,222.196,99,1,0,31,4,0
635,635,3,2,2,248,47,222.196,99,0,0,32,2,2
636,636,3,2,2,179,38,222.196,99,1,0,31,3,0
637,637,3,2,2,225,28,222.196,99,0,0,24,8,1
638,638,3,3,2,179,38,222.196,99,1,0,31,2,0
639,639,3,4,2,289,33,222.196,99,1,0,30,8,0
640,640,3,4,2,228,58,222.196,99,0,0,22,2,1
641,641,3,4,2,179,38,222.196,99,1,0,31,2,0
642,642,3,5,2,248,47,222.196,99,0,0,32,3,1
643,643,3,5,2,179,38,222.196,99,1,0,31,3,0
644,644,3,6,2,179,30,222.196,99,0,0,19,2,1
645,645,3,6,2,179,38,222.196,99,1,0,31,3,0
646,646,3,3,3,179,38,222.196,99,1,0,31,3,0
647,647,3,4,3,118,46,222.196,99,1,1,25,8,2
648,648,3,4,3,155,34,222.196,99,1,0,25,24,2
649,649,3,4,3,179,38,222.196,99,1,0,31,3,0
650,650,3,5,3,179,38,222.196,99,1,0,31,3,0
651,651,3,2,3,179,30,222.196,99,0,0,19,2,1
652,652,3,2,3,289,33,222.196,99,1,0,30,104,0
653,653,3,4,3,369,31,222.196,99,1,0,25,8,0
654,654,4,2,3,225,28,246.288,91,0,0,24,8,1
655,655,4,2,3,118,37,246.288,91,0,0,28,8,2
656,656,4,3,3,361,28,246.288,91,1,0,27,8,0
657,657,4,4,3,248,47,246.288,91,0,0,32,8,2
658,658,4,5,3,189,33,246.288,91,0,0,25,8,0
659,659,4,6,3,179,30,246.288,91,0,0,19,2,1
660,660,4,2,3,369,31,246.288,91,1,0,25,24,0
661,661,4,3,3,179,40,246.288,91,0,1,22,2,1
662,662,4,3,3,118,50,246.288,91,1,0,31,3,2
663,663,4,3,3,361,28,246.288,91,1,0,27,2,0
664,664,4,4,3,118,37,246.288,91,0,0,28,2,2
665,665,4,6,3,235,37,246.288,91,0,0,29,8,1
666,666,4,6,3,179,30,246.288,91,0,0,19,2,1
667,667,4,2,3,225,28,246.288,91,0,0,24,8,1
668,668,4,3,3,235,32,246.288,91,0,0,25,3,1
669,669,4,6,3,179,30,246.288,91,0,0,19,2,1
670,670,4,3,3,155,34,246.288,91,1,0,25,4,2
671,671,4,5,3,225,28,246.288,91,0,0,24,8,1
672,672,4,5,3,118,50,246.288,91,1,0,31,2,2
673,673,4,6,3,179,30,246.288,91,0,0,19,2,1
674,674,5,2,3,235,37,237.656,99,0,0,29,8,1
675,675,5,4,3,225,41,237.656,99,1,0,28,3,1
676,676,5,4,3,235,32,237.656,99,0,0,25,2,1
677,677,5,4,3,118,37,237.656,99,0,0,28,3,1
678,678,5,4,3,235,43,237.656,99,1,0,38,8,0
679,679,5,5,3,179,30,237.656,99,0,0,19,1,1
680,680,5,5,3,291,40,237.656,99,1,0,25,2,0
681,681,5,5,3,225,41,237.656,99,1,0,28,8,1
682,682,5,6,3,300,43,237.656,99,1,1,25,64,2
683,683,5,6,3,225,41,237.656,99,1,0,28,8,1
684,684,5,6,3,179,30,237.656,99,0,0,19,2,1
685,685,5,2,3,118,50,237.656,99,1,0,31,2,2
686,686,5,3,3,118,50,237.656,99,1,0,31,3,2
687,687,5,3,3,118,37,237.656,99,0,0,28,1,1
688,688,5,3,3,118,50,237.656,99,1,0,31,0,2
689,689,5,4,3,179,30,237.656,99,0,0,19,2,1
690,690,5,4,3,378,36,237.656,99,0,1,21,0,2
691,691,5,6,3,179,40,237.656,99,0,1,22,1,1
692,692,5,2,3,155,34,237.656,99,1,0,25,48,2
693,693,5,2,3,235,32,237.656,99,0,0,25,8,1
694,694,5,4,3,291,40,237.656,99,1,0,25,8,0
695,695,5,4,3,179,40,237.656,99,0,1,22,8,1
696,696,5,4,3,225,28,237.656,99,0,0,24,3,1
697,697,5,5,3,330,28,237.656,99,0,0,25,8,1
698,698,5,5,3,235,32,237.656,99,0,0,25,2,1
699,699,5,5,3,291,40,237.656,99,1,0,25,2,0
700,700,5,6,3,179,30,237.656,99,0,0,19,2,1
701,701,5,2,3,361,28,237.656,99,1,0,27,8,0
702,702,5,4,3,155,34,237.656,99,1,0,25,2,2
703,703,5,6,3,179,40,237.656,99,0,1,22,8,1
704,704,5,6,3,155,34,237.656,99,1,0,25,8,2
705,705,5,2,3,225,28,237.656,99,0,0,24,1,1
706,706,6,4,3,118,46,275.089,96,1,1,25,8,2
707,707,6,4,3,179,30,275.089,96,0,0,19,3,1
708,708,6,6,3,118,37,275.089,96,0,0,28,8,1
709,709,6,4,3,118,37,275.089,96,0,0,28,8,2
710,710,6,5,3,378,36,275.089,96,0,1,21,8,1
711,711,6,5,3,118,50,275.089,96,1,0,31,24,2
712,712,6,6,3,233,31,275.089,96,1,0,21,8,1
713,713,6,6,3,179,30,275.089,96,0,0,19,2,1
714,714,6,2,3,235,48,275.089,96,0,1,33,0,2
715,715,6,2,3,268,33,275.089,96,0,0,25,0,2
716,716,6,5,3,118,50,275.089,96,1,0,31,3,2
717,717,6,5,3,179,30,275.089,96,0,0,19,2,1
718,718,6,5,3,291,40,275.089,96,1,0,25,2,0
719,719,6,2,1,179,30,275.089,96,0,0,19,3,1
720,720,6,2,1,118,37,275.089,96,0,0,28,3,1
721,721,6,5,1,233,31,275.089,96,1,0,21,8,1
722,722,6,6,1,118,37,275.089,96,0,0,28,2,1
723,723,6,4,1,118,37,275.089,96,0,0,28,3,1
724,724,6,4,1,233,31,275.089,96,1,0,21,3,1
725,725,7,4,1,235,43,264.604,93,1,0,38,4,0
726,726,7,6,1,233,31,264.604,93,1,0,21,2,1
727,727,7,2,1,228,58,264.604,93,0,0,22,8,2
728,728,7,2,1,118,37,264.604,93,0,0,28,4,1
729,729,7,3,1,228,58,264.604,93,0,0,22,120,2
730,730,7,3,1,189,33,264.604,93,0,0,25,16,0
731,731,7,4,1,118,37,264.604,93,0,0,28,2,1
732,732,7,4,1,361,28,264.604,93,1,0,27,8,0
733,733,7,4,1,225,28,264.604,93,0,0,24,8,1
734,734,7,2,1,369,31,264.604,93,1,0,25,80,0
735,735,7,3,1,289,33,264.604,93,1,0,30,8,0
736,736,7,3,1,235,37,264.604,93,0,0,29,4,1
737,737,0,3,1,118,40,271.219,95,1,0,34,0,0
738,738,0,4,2,231,39,271.219,95,1,0,35,0,0
739,739,0,6,3,179,53,271.219,95,0,0,25,0,2
